rowid,koi_fpflag_nt,koi_score,koi_period,koi_dikco_msky,koi_fpflag_co,koi_fpflag_ss,koi_num_transits,koi_count,koi_steff_err1,koi_fpflag_ec,koi_srho_err2,kepid,koi_fwm_sdeco,koi_depth,koi_dikco_mra_err,koi_fwm_stat_sig,koi_prad_err1,koi_dicco_msky,koi_smet_err2,koi_ror,koi_dikco_msky_err,koi_prad,koi_dor,classification,koi_pdisposition
8415,0,0.0,13.78252221,0.304,0,1,95.0,1,156.0,0,-0.00804,3102024,-0.26225,248940.0,0.069,0.0,4.01,0.306,-0.3,0.573586,0.068,41.84,17.844,0,FALSE POSITIVE
8416,0,0.0,1.89121656,2.3,1,0,710.0,1,173.0,1,-0.05544,3110937,6.1,66.8,2.5,0.0,0.19,2.6,-0.3,0.007594,2.4,0.73,2.68,0,FALSE POSITIVE
8417,0,0.0,3.693702974,0.037,0,1,732.0,1,75.0,0,-0.01265,3115480,-0.0707,25208.0,0.067,0.0,10.97,0.018,-0.15,0.410287,0.072,62.55,6.462,0,FALSE POSITIVE
8418,0,0.0,10.26561325,1.55,0,1,124.0,1,79.0,0,-0.00607,3120320,-0.59813,150460.0,0.17,0.0,10.62,0.84,-0.15,0.395421,0.3,61.45,16.9609,0,FALSE POSITIVE
8419,0,0.0,2.163569702,0.509,0,1,501.0,1,162.0,0,-0.00245,3127817,-0.1658165901855308,54518.0,0.073,0.15099363807728558,23.77,0.579,-0.3,0.456473,0.073,85.64,2.3833,0,FALSE POSITIVE
8420,0,0.0,0.730956716,2.75,1,1,1833.0,1,162.0,1,-0.34937,3228740,-5.4,27.8,0.86,0.0,0.18,2.7,-0.3,0.004837,0.72,0.57,2.72,0,FALSE POSITIVE
8421,0,0.0,7.04715073,3.62,1,0,186.0,1,166.0,1,-11.7234,3230206,1.7,282.5,0.63,0.0,0.45,3.56,-0.3,0.015515,0.99,1.54,36.7,0,FALSE POSITIVE
8422,0,0.0,7.047106212,5.91,0,1,186.0,1,226.0,0,-0.03547,3230227,-0.4876,69626.0,0.33,0.0,23.14,5.9,-0.35,0.472034,0.85,119.64,17.121,0,FALSE POSITIVE
8423,1,0.0,0.961292561,0.35,0,0,1418.0,1,158.0,0,-0.00273,4729553,-0.3062,325530.0,0.096,0.15099363807728558,27.95,0.04,-0.3,0.603654,0.12,92.55,2.596,0,FALSE POSITIVE
8424,0,0.0,63.68192888,0.305,0,1,0.0,1,179.0,0,-0.00668,4736208,0.18981,341720.0,0.069,0.15099363807728558,21.35,0.383,-0.3,0.620771,0.072,71.45,58.383,0,FALSE POSITIVE
8425,0,0.0,9.455586047,0.04,0,1,143.0,1,199.0,0,-0.00087,4737302,-0.11955,115170.0,0.11,0.0,12.0,0.019,-0.3,0.385464,0.16,178.47,9.811,0,FALSE POSITIVE
8426,0,0.0,1.246585716,0.141,0,1,0.0,1,77.0,0,-0.0034,4739194,-0.142,406770.0,0.067,0.15099363807728558,13.75,0.081,-0.2,0.629216,0.067,81.28,3.3984,0,FALSE POSITIVE
8427,0,0.0,0.898932836,0.18,0,1,1491.0,1,77.0,1,-0.00061,4739565,-1.8,61.1,0.51,0.011,0.2,0.04,-0.15,0.007386,0.56,1.51,2.47,0,FALSE POSITIVE
8428,0,0.0,3.45423296,10.708,1,0,388.0,1,146.0,1,-0.11324,4740688,-37.8,149.8,0.077,0.0,0.06,10.535,-0.3,0.01372,0.089,0.95,4.38,0,FALSE POSITIVE
8429,0,0.0,7.304451735,0.048,0,1,145.0,1,190.0,0,-0.0965,4753988,-0.2886,143630.0,0.07,0.0,18.36,0.165,-0.3,0.600525,0.069,59.02,16.94,0,FALSE POSITIVE
8430,0,0.0,1.181046137,0.167,0,1,908.0,1,157.0,0,-0.06121,4757331,0.0735,52609.0,0.068,0.0,4.04,0.093,-0.3,0.499951,0.068,37.78,3.4165,0,FALSE POSITIVE
8431,1,0.4808294015396076,0.68396452,0.197,0,0,1953.0,1,144.63555408970976,0,-5.488531670453316,5301955,-0.86,23791.335898271922,0.11,0.024,17.65768394739702,0.26,-0.2520326904217064,0.28364628616454735,0.087,102.89177806760135,76.73633334039779,0,FALSE POSITIVE
8432,0,0.0,2.025580416,0.071,0,1,665.0,1,170.0,0,-0.01174,5306862,-0.0508,44998.0,0.069,0.15099363807728558,12.56,0.007,-0.3,0.198938,0.069,43.23,3.9352,0,FALSE POSITIVE
8433,0,0.4808294015396076,58.64379,1.8125658216588836,1,0,25.0,1,195.0,0,-0.01334,5307574,12.5,182.1,0.4253372248165444,0.0,0.48,1.8665610708310096,-0.28,0.012463,0.4760600400266844,1.05,18.1,0,FALSE POSITIVE
8434,0,0.0,20.28281916,0.5,0,1,50.0,1,65.0,0,-0.00013,5308778,0.121,2797.5,0.12,0.221,4.57,0.63,-0.1,0.051985,0.13,22.46,3.408,0,FALSE POSITIVE
8435,0,0.0,4.931365987,0.121,0,1,277.0,1,210.0,0,-0.00036,5310435,-0.36076,255950.0,0.072,0.15099363807728558,28.56,0.014,-0.3,0.564869,0.073,139.59,3.7591,0,FALSE POSITIVE
8436,0,0.0,4.331392455,0.167,0,1,239.0,1,186.0,0,-0.04576,5343976,0.04116,200400.0,0.069,0.0,9.05,0.007,-0.3,0.416305,0.07,38.82,12.3045,0,FALSE POSITIVE
8437,0,0.0,345.1846728,0.233,0,1,4.0,1,169.0,0,-0.20238,5347537,-0.167,29989.0,0.092,0.0,12.44,0.37,-0.3,0.423538,0.086,44.91,321.3,0,FALSE POSITIVE
8438,0,0.0,9.58405667,0.096,0,1,283.0,1,168.0,0,-0.00157,5347784,-0.03314,119630.0,0.073,0.0,24.32,0.037,-0.25,0.401178,0.072,99.66,12.3931,0,FALSE POSITIVE
8439,0,0.006,5.2436612,1.94,1,0,265.0,1,185.0,0,-0.01566,6364294,-3.1,88.3,0.76,0.0,0.34,1.93,-0.3,0.008818,0.75,1.1,3.272,0,FALSE POSITIVE
8440,0,0.4808294015396076,3.7789374,0.97,0,1,362.0,1,194.0,1,-0.0096,6367439,-2.8,56.0,0.57,0.0,2.07,0.84,-0.28,0.007244,0.59,0.48,2.154,0,FALSE POSITIVE
8441,0,0.0,1.88984957,0.01,0,1,365.0,1,160.0,0,-0.00822,6367628,0.01812,249670.0,0.067,0.0,8.37,0.003,-0.3,0.934191,0.067,73.04,1.965,0,FALSE POSITIVE
8442,0,0.4808294015396076,82.97062172,0.27,0,0,11.0,1,144.63555408970976,0,-5.488531670453316,6368222,-0.03,23791.335898271922,0.32,0.578,17.65768394739702,0.37,-0.2520326904217064,0.28364628616454735,0.55,102.89177806760135,76.73633334039779,1,CANDIDATE
8443,0,0.0,5.22422449,0.109,0,0,257.0,1,144.63555408970976,0,-0.27617,6372268,-0.007,23791.335898271922,0.074,0.0,17.65768394739702,0.025,-0.2520326904217064,0.28364628616454735,0.082,102.89177806760135,76.73633334039779,1,CANDIDATE
8444,1,0.039,2.49904083,5.35,1,0,457.0,1,182.0,0,-0.85889,6384840,0.04,128.2,0.35,0.651,0.27,4.8,-0.3,0.010208,0.95,1.04,7.3,0,FALSE POSITIVE
8445,0,0.0,1.99567242,2.9,0,0,672.0,1,183.0,1,-0.00594,6386784,3.54,18.0,1.1,0.0,0.16,2.7,-0.3,0.004048,1.6,0.75,3.61,0,FALSE POSITIVE
8446,1,0.0,0.89879279,1.8125658216588836,0,0,1499.0,1,148.0,0,-4.3679,6390236,4.1,26.6,0.4253372248165444,0.003,0.13,1.8665610708310096,-0.3,0.004794,0.4760600400266844,0.57,6.512,0,FALSE POSITIVE
8447,0,0.0,16.43435283,0.302,0,1,63.0,1,434.0,0,-0.03393,6421188,0.1849,45700.0,0.07,0.0,8.57,0.92,-0.3,0.203868,0.07,25.25,25.8074,0,FALSE POSITIVE
8448,0,0.0,0.566793818,0.97,1,1,2015.0,1,189.0,1,-0.00035,7116236,5.2,100.3,0.49,0.0,0.32,1.5,-0.3,0.012949,0.51,1.17,1.019,0,FALSE POSITIVE
8449,0,0.0,0.566797474,4.19,0,0,2005.0,1,190.0,1,-0.02867,7117513,-1.7,98.8,0.5,0.0,0.31,4.13,-0.3,0.009444,0.45,1.04,1.529,0,FALSE POSITIVE
8450,0,0.0,1.585673651,1.959,1,1,825.0,1,193.0,0,-0.01272,7117541,0.8486,44116.0,0.067,0.0,14.89,1.633,-0.3,0.451432,0.067,50.53,3.5837,0,FALSE POSITIVE
8451,0,0.0,14.79721916,0.066,0,1,91.0,1,171.0,0,-0.00449,7118545,0.10833,252700.0,0.067,0.0,14.04,0.002,-0.35,0.469276,0.067,47.71,21.7165,0,FALSE POSITIVE
8452,0,0.0,6.49066214,0.134,0,1,208.0,1,132.0,0,-0.05201,7125636,-0.1043,195090.0,0.068,0.0,2.67,0.008,-0.3,0.544206,0.073,33.46,18.917,0,FALSE POSITIVE
8453,0,0.0,7.11879848,0.034,0,1,375.0,1,169.0,0,-0.01547,7128918,-0.0951,107660.0,0.067,0.0,8.03,0.046,-0.3,0.500012,0.07,41.17,15.034,0,FALSE POSITIVE
8454,0,0.0,6.99510404,9.969,1,0,39.0,1,43.0,0,0.0,7132015,217.8,71.8,0.073,0.15099363807728558,12.17,10.017,-0.2,0.00864,0.069,216.92,19.85695,0,FALSE POSITIVE
8455,0,0.4808294015396076,22.50053441,0.7,0,0,59.0,1,144.63555408970976,0,-5.488531670453316,7135549,1.3,23791.335898271922,0.69,0.226,17.65768394739702,0.7,-0.2520326904217064,0.28364628616454735,1.5,102.89177806760135,76.73633334039779,1,CANDIDATE
8456,0,0.0,2.897829967,0.107,0,1,217.0,1,199.0,0,-0.03427,8088354,-0.11624,163090.0,0.07,0.15099363807728558,15.79,0.01,-0.3,0.462121,0.068,54.35,8.779,0,FALSE POSITIVE
8457,0,0.997,4.88698386,0.5,0,0,129.0,1,193.0,0,-12.19483,8091197,-0.1,125.4,1.1,0.992,0.41,0.48,-0.3,0.0109,1.1,1.2,25.3,1,CANDIDATE
8458,0,0.0,0.706428634,0.493,0,1,1887.0,1,154.0,0,-0.18806,8094140,-0.47273,372130.0,0.069,0.15099363807728558,1.62,0.05,-0.3,0.592721,0.069,47.64,4.855,0,FALSE POSITIVE
8459,0,0.0,10.8632531,0.59,0,1,129.0,1,159.0,0,-0.0001,8094221,-1.5,188.2,0.46,0.001,6.28,0.52,-0.3,0.199678,0.46,19.93,1.259,0,FALSE POSITIVE
8460,0,0.0,1.46842648,0.053,0,1,923.0,1,149.0,0,-0.00119,8097825,-0.02998,151000.0,0.067,0.0,13.79,0.022,-0.25,0.384842,0.067,40.3,2.28909,0,FALSE POSITIVE
8461,0,0.0,4.305917719,0.054,0,1,622.0,1,146.0,0,-0.00384,8098300,-0.00037,361390.0,0.067,0.0,21.86,0.039,-0.35,0.631344,0.067,71.49,9.05159,0,FALSE POSITIVE
8462,1,0.0,1.28659726,0.62,0,0,1044.0,1,144.63555408970976,0,-1e-05,8098515,-0.19,23791.335898271922,0.27,0.389,17.65768394739702,0.55,-0.2520326904217064,0.28364628616454735,0.27,102.89177806760135,76.73633334039779,0,FALSE POSITIVE
8463,0,0.98,8.47484677,1.18,0,0,157.0,1,150.0,0,-1.08187,8098960,-0.7,217.8,0.43,0.092,0.28,1.18,-0.3,0.015752,0.75,1.35,16.37,1,CANDIDATE
8464,0,0.0,2.535389624,1.92,1,1,527.0,1,163.0,1,-0.00436,8104436,1.2,418.1,0.76,0.187,2.7,1.73,-0.3,0.210692,0.82,16.24,1.925,0,FALSE POSITIVE
8465,0,0.4808294015396076,13.56092626,1.15,0,0,94.0,1,144.63555408970976,0,-5.488531670453316,8815279,-0.8,23791.335898271922,0.61,0.078,17.65768394739702,1.28,-0.2520326904217064,0.28364628616454735,0.55,102.89177806760135,76.73633334039779,1,CANDIDATE
8466,1,0.0,1.627538928,0.14,0,0,825.0,1,163.0,0,-0.00164,8822585,-0.15,39.0,0.28,0.667,0.3,0.19,-0.25,0.006234,0.21,1.42,1.681,0,FALSE POSITIVE
8467,0,0.0,1.506503686,0.045,0,1,897.0,1,240.0,0,-0.00312,8823397,-0.05507,477100.0,0.069,0.0,43.7,0.008,-0.6,0.693626,0.069,178.15,3.91444,0,FALSE POSITIVE
8468,0,0.0,1.679585725,0.104,0,1,797.0,1,156.0,0,-0.00087,8841616,-0.00322,101790.0,0.067,0.15099363807728558,2.57,0.034,-0.3,0.479255,0.067,28.99,2.2781,0,FALSE POSITIVE
8469,0,0.0,5.40346248,0.079,0,1,500.0,1,194.0,0,-0.04658,8845221,0.03188,261350.0,0.068,0.0,25.92,0.006,-0.3,0.500633,0.069,108.46,7.66,0,FALSE POSITIVE
8470,0,0.4808294015396076,34.0357766,0.2,0,0,42.0,1,136.0,0,-0.08325,8845552,0.8,386.6,0.85,0.533,0.07,0.3,-0.3,0.019173,1.3,1.05,50.2,1,CANDIDATE
8471,0,0.303,0.824851807,0.199,0,1,1619.0,1,166.0,0,-0.05433,8848104,-0.485,30099.0,0.068,0.0,35.89,0.145,-0.3,0.43188,0.068,78.0,2.9113,0,FALSE POSITIVE
8472,0,0.0,0.82484293,1.8125658216588836,1,1,329.0,1,66.0,1,-2.7962,8848115,48.24,618.6,0.4253372248165444,0.0,9.62,1.8665610708310096,-0.15,0.021646,0.4760600400266844,97.92,4.691,0,FALSE POSITIVE
8473,0,0.0,4.4473549,0.71,1,1,301.0,1,167.0,1,-0.00019,8868657,-0.5,203.6,0.6,0.094,0.32,0.66,-0.3,0.018208,0.62,1.52,1.111,0,FALSE POSITIVE
8474,0,0.4808294015396076,42.48452259,0.6,0,0,24.0,1,144.63555408970976,0,-5.488531670453316,9726452,-1.8,23791.335898271922,1.0,0.209,17.65768394739702,0.7,-0.2520326904217064,0.28364628616454735,1.7,102.89177806760135,76.73633334039779,1,CANDIDATE
8475,0,0.0,7.51509713,6.14,1,0,179.0,1,146.0,1,-0.19008,9762514,4.3,187.1,0.13,0.0,0.14,5.88,-0.3,0.016144,0.13,1.23,8.79,0,FALSE POSITIVE
8476,0,0.0,7.51514595,0.464,0,1,179.0,1,167.0,0,-0.0345,9762519,0.34591,117460.0,0.068,0.0,5.71,0.016,-0.3,0.421893,0.068,35.8,18.616,0,FALSE POSITIVE
8477,0,0.0,19.23003819,0.084,0,1,0.0,1,217.0,0,-0.00462,9777062,-0.01948,266180.0,0.068,0.0,51.49,0.01,-0.35,0.585781,0.068,186.53,29.755,0,FALSE POSITIVE
8478,0,0.0,21.12000574,0.198,0,1,47.0,1,199.0,0,-0.64265,9786821,0.0179,13054.0,0.072,0.15099363807728558,8.59,0.016,-0.3,0.178782,0.071,31.2,50.672,0,FALSE POSITIVE
8479,1,0.0,0.82206761,0.088,0,0,1301.0,2,175.0,0,-0.00737,9790965,0.1743,26190.0,0.068,0.0,24.31,0.017,-0.3,0.434803,0.068,91.21,1.803,0,FALSE POSITIVE
8480,0,0.4808294015396076,4.74701479,0.083,0,0,196.0,2,173.0,0,-335.7659,9790965,-0.046,3622.0,0.072,0.0,5171.0,0.038,-0.3,63.561352,0.073,13333.5,73.7,1,CANDIDATE
8481,0,0.984,1.96682825,0.6,0,0,351.0,1,175.0,0,-2.86144,9811915,1.1,214.3,0.55,0.15099363807728558,0.24,0.93,-0.3,0.01358,1.0,1.18,8.47,1,CANDIDATE
8482,0,0.0,45.03558951,0.127,0,1,0.0,1,145.0,0,-0.00881,9818732,-0.07488,404840.0,0.073,0.15099363807728558,24.23,0.013,-0.3,0.654471,0.07,82.4,55.1913,0,FALSE POSITIVE
8483,0,0.965,4.237447181,2.19,0,0,304.0,1,180.0,0,-392.41293,10665749,-1.5,350.1,0.65,0.008,0.68,2.21,-0.3,0.020826,0.82,2.26,85.7,1,CANDIDATE
8484,0,0.4808294015396076,4.0953585,0.35,0,0,329.0,1,172.0,0,-6e-05,10670112,-0.35,226.8,0.29,0.022,3.62,0.51,-0.32,0.041799,0.21,7.76,1.037606,1,CANDIDATE
8485,0,1.0,0.92623983,0.59,0,0,197.0,1,161.0,0,-3.07566,10680424,-0.8,411.4,0.51,0.15099363807728558,0.12,0.61,-0.3,0.018003,0.49,1.16,5.7,1,CANDIDATE
8486,1,0.0,3.10197712,0.084,0,0,342.0,1,462.0,0,-0.00023,10685175,0.27,124.6,0.073,0.26,1.24,0.013,-0.15,0.013463,0.083,2.64,1.2848,0,FALSE POSITIVE
8487,0,0.0,2.618414643,0.195,0,1,412.0,1,226.0,0,-0.00534,10686876,-0.36598,200860.0,0.068,0.0,18.75,0.61,-0.3,0.424042,0.068,109.33,5.58619,0,FALSE POSITIVE
8488,0,0.0,2.61844178,3.0,1,0,410.0,1,114.0,1,-0.3143,10686930,-0.46,45.1,0.71,0.078,0.47,3.04,-0.25,0.006019,0.81,2.16,6.21,0,FALSE POSITIVE
8489,0,0.0,19.40795816,0.034,0,1,64.0,1,170.0,0,-0.01844,10711913,0.277,142060.0,0.068,0.0,8.27,0.006,-0.3,0.515255,0.068,44.96,29.576,0,FALSE POSITIVE
8490,1,0.0,0.933747375,8.0,0,0,680.0,1,153.0,1,-0.00384,10732401,5.8,198.9,1.7,0.0,2.61,8.1,-0.35,0.079873,2.1,8.93,1.094,0,FALSE POSITIVE
8491,0,0.0,37.9102139,0.173,0,1,26.0,1,125.0,0,-0.24359,11906217,0.1378,103470.0,0.069,0.0,2.05,0.048,-0.3,0.481581,0.069,29.45,104.85,0,FALSE POSITIVE
8492,0,0.0,3.74785307,3.03,1,0,331.0,1,72.0,1,-0.33234,11913052,-4.95,145.9,0.66,0.0,0.43,3.02,-0.4,0.010754,0.7,9.04,8.23,0,FALSE POSITIVE
8493,0,0.0,3.747835042,7.92,0,1,358.0,1,236.0,0,-0.00321,11913071,-1.36385,188920.0,0.39,0.0,42.53,7.62,-0.4,0.423361,0.77,141.7,7.1798,0,FALSE POSITIVE
8494,0,0.4808294015396076,0.94754848,7.648,0,1,35.0,1,0.0,0,-44.13213,11918482,-1.12,11348.0,0.069,0.15099363807728558,0.0,13.055,-0.2520326904217064,10.292369,0.069,224.79,12.83,0,FALSE POSITIVE
8495,0,0.0,1.75643185,2.54,1,0,765.0,1,154.0,1,-0.68478,11922648,7.1,51.6,1.1,0.0,0.16,2.34,-0.3,0.006544,0.99,0.58,5.63,0,FALSE POSITIVE
8496,0,0.0,1.756466865,0.93,0,1,766.0,1,85.0,0,-0.00885,11922782,0.09629,188220.0,0.67,0.0,13.84,0.61,-0.1,0.546314,0.67,87.4,3.8436,0,FALSE POSITIVE
8497,0,0.0,33.15947581,0.304,0,1,39.0,1,454.0,0,-0.0042,11923819,-0.33478,222170.0,0.067,0.0,48.89,0.189,-0.2,0.563821,0.067,146.47,38.3018,0,FALSE POSITIVE
8498,0,0.0,46.14869106,0.098,0,1,0.0,1,178.0,0,-0.00052,11959569,-0.16789,349630.0,0.067,0.0,25.91,0.009,-0.2,0.540476,0.068,114.2,28.46,0,FALSE POSITIVE
8499,0,0.0,60.2976774,0.192,0,1,0.0,1,180.0,0,-0.00534,11966557,0.2765,315890.0,0.074,0.0,18.54,0.022,-0.3,0.595809,0.083,63.57,47.841,0,FALSE POSITIVE
8500,0,0.997,0.875197345,0.49,0,0,1450.0,2,117.0,0,0.0,5897826,0.0,0.0,0.67,0.987,0.11,0.39,-0.15,0.003712,0.74,0.73,2.175169,1,CANDIDATE
8501,0,0.949,13.2298203,1.9,0,0,99.0,3,72.0,0,-1.33968,3240158,0.2,157.8,0.93,0.548,0.24,1.83,-0.15,0.011692,1.0,1.5,25.9,1,CANDIDATE
8502,0,0.047,3.71840884,0.73,0,0,338.0,2,160.0,0,-0.32978,2837111,-1.7,77.2,0.92,0.365,0.28,0.81,-0.3,0.008047,0.78,0.84,7.81,1,CANDIDATE
8503,0,0.0,1.703347524,0.147,0,1,789.0,1,159.0,0,-0.03816,3241619,-0.1658165901855308,504410.0,0.07,0.15099363807728558,5.59,0.014,-0.3,0.673033,0.071,47.62,6.60496,0,FALSE POSITIVE
8504,0,0.0,1.70332915,1.6,1,0,787.0,1,153.0,1,-2.71395,3241662,-0.7,98.5,1.3,0.538,0.26,1.52,-0.3,0.00913,1.1,0.86,7.55,0,FALSE POSITIVE
8505,0,0.0,20.413812,3.45,1,0,53.0,1,166.0,0,-0.00863,3245000,-3.26,496.4,0.38,0.0,4.01,3.77,-0.3,0.182913,0.62,16.5,6.63,0,FALSE POSITIVE
8506,0,0.4808294015396076,5.32737192,0.8,0,0,202.0,1,149.0,0,-3.34282,3246867,2.6,107.7,0.67,0.0,0.1,0.9,-0.28,0.009419,1.3,0.7,17.29,1,CANDIDATE
8507,0,0.0,67.41958542,0.094,0,1,15.0,1,163.0,0,-0.02483,3247294,-0.2265,182170.0,0.069,0.0,12.85,0.085,-0.3,0.470832,0.069,49.46,86.43,0,FALSE POSITIVE
8508,1,0.0,7.363572395,0.12,0,0,289.0,1,165.0,0,-0.01652,3248332,-0.00388,129700.0,0.072,0.0,26.99,0.008,-0.35,0.4993,0.068,82.22,11.613,0,FALSE POSITIVE
8509,0,0.4808294015396076,5.90260586,1.6,0,0,180.0,1,147.0,0,-5.02433,3249334,-1.2,337.7,1.1,0.067,0.18,1.7,-0.28,0.01638,1.2,1.26,24.89,1,CANDIDATE
8510,0,0.0,33.69320154,0.085,0,1,0.0,1,161.0,0,-0.01908,3323289,-0.42121,508770.0,0.067,0.0,14.55,0.034,-0.3,0.701428,0.07,68.86,57.3746,0,FALSE POSITIVE
8511,0,0.4808294015396076,22.80265,2.29,0,0,60.0,1,125.0,0,-0.02556,3324069,-2.5,53.1,0.7,0.03,1.92,2.21,-0.22,0.006509,0.69,2.36,9.04,1,CANDIDATE
8512,0,0.0,1.120997701,0.21,0,1,965.0,2,180.0,0,-0.00542,4758350,-0.27,145.6,0.15,0.001,4.74,0.2,-0.25,0.125844,0.21,66.58,1.1241,0,FALSE POSITIVE
8513,0,0.0,1.874967748,0.87,0,1,575.0,1,55.0,0,-0.0001,4758368,-0.1658165901855308,31526.0,0.38,0.15099363807728558,44.55,0.34,-0.15,0.189363,0.75,378.99,1.57165,0,FALSE POSITIVE
8514,0,0.4808294015396076,29.9315174,1.57,0,0,33.0,1,172.0,0,-8.69147,4760959,-0.9,353.0,0.78,0.208,0.59,1.64,-0.26,0.017879,0.9,1.58,74.6,1,CANDIDATE
8515,0,0.4808294015396076,0.602277579,0.23,0,0,1775.0,1,162.0,0,-0.13238,4764969,-0.06,34.6,0.17,0.0,0.29,0.38,-0.3,0.005841,0.17,0.78,1.549,1,CANDIDATE
8516,0,0.0,2.40440112,5.5,1,0,561.0,1,75.0,1,-0.04807,4768756,4.5,27.1,1.1,0.0,0.03,5.31,-0.15,0.005036,1.2,0.42,2.63,0,FALSE POSITIVE
8517,0,0.0,21.926779,6.71,1,0,52.0,1,182.0,1,-0.09784,4769824,0.7,198.6,0.54,0.0,0.37,6.77,-0.3,0.013288,0.58,1.26,14.29,0,FALSE POSITIVE
8518,0,0.0,25.70600117,0.234,0,1,0.0,1,152.0,0,-0.00282,4773155,-0.0794,464960.0,0.07,0.15099363807728558,17.98,0.046,-0.3,0.680543,0.069,67.11,29.1055,0,FALSE POSITIVE
8519,0,0.4808294015396076,27.2173855,0.59,0,0,50.0,1,179.0,0,-2.54402,4830859,-1.2,155.9,0.81,0.35,0.5,0.54,-0.3,0.012067,0.78,1.34,49.3,1,CANDIDATE
8520,1,0.4808294015396076,501.90703,1.41,0,0,3.0,1,165.0,0,-2.2523,4832273,0.1,306.9,0.83,0.977,0.79,1.44,-0.3,0.016146,0.92,1.83,312.5,0,FALSE POSITIVE
8521,0,0.951,6.27651592,0.28,0,0,212.0,1,97.0,0,-4.12403,5353938,0.0,166.0,0.58,0.934,0.07,0.56,-0.3,0.011632,0.45,0.65,24.24,1,CANDIDATE
8522,0,0.0,3.115304946,0.099,0,1,431.0,1,153.0,0,-0.00355,5359678,-0.14436,149520.0,0.067,0.0,17.81,0.036,-0.3,0.519442,0.067,61.66,6.102,0,FALSE POSITIVE
8523,0,0.4808294015396076,16.214474,1.34,0,0,23.0,1,200.0,0,-0.91008,5380812,0.097,161.7,0.42,0.006,1.07,1.04,-0.34,0.012247,0.58,3.53,23.64,1,CANDIDATE
8524,1,0.0,12.422524,2.26,0,0,109.0,1,228.0,1,-0.01431,5385469,1.4,33.9,0.96,0.019,0.31,2.23,-0.4,0.005564,0.79,0.86,5.87,0,FALSE POSITIVE
8525,0,0.4808294015396076,12.4269264,1.73,0,1,109.0,1,173.0,1,-0.00406,5385647,-0.4,126.6,0.52,0.003,1.02,1.77,-0.26,0.010086,0.66,1.66,4.4286,0,FALSE POSITIVE
8526,1,0.0,12.4261809,0.75,1,0,112.0,1,161.0,1,-7e-05,5385667,1.22,92.2,0.57,0.002,0.51,0.75,-0.3,0.012023,0.63,1.88,1.285,0,FALSE POSITIVE
8527,1,0.4808294015396076,0.61810542,0.274,0,0,2160.0,1,177.0,0,-0.05506,5388229,-1.89,12264.0,0.071,0.0,24.04,0.089,-0.26,0.381399,0.069,39.52,1.3367,0,FALSE POSITIVE
8528,0,0.0,1.06995136,8.446,1,0,1256.0,1,176.0,0,-2.56735,5389184,31.4,54.8,0.073,0.0,0.27,8.408,-0.3,0.006786,0.081,0.9,6.158,0,FALSE POSITIVE
8529,0,0.0,2.158398259,0.283,0,1,483.0,1,140.0,0,-0.0031,6421483,-0.24871,93038.0,0.068,0.0,65.83,0.005,-0.25,0.475393,0.069,101.02,2.499,0,FALSE POSITIVE
8530,0,0.4808294015396076,359.534371,7.201,0,1,4.0,1,89.0,0,-5.30668,6421937,14.519,5732.0,0.067,0.0,4504.0,7.107,-0.36,99.870651,0.067,64333.8,423.0,0,FALSE POSITIVE
8531,0,0.413,0.9951412,2.2,0,0,1014.0,1,117.0,0,-0.00101,6423922,-1.8,101.7,1.5,0.248,0.14,0.3,-0.2,0.018188,0.94,0.22,1.042,1,CANDIDATE
8532,1,0.4808294015396076,534.86668,3.67,0,0,3.0,1,174.0,0,-8.27805,6428942,-0.6,565.0,0.37,0.218,2.14,2.21,-0.32,0.021978,0.51,4.3,507.0,0,FALSE POSITIVE
8533,0,0.993,43.535891,0.15,0,0,30.0,2,166.0,0,-1.34193,6436505,-0.2,576.6,0.82,0.855,0.33,0.2,-0.3,0.021864,0.82,1.86,69.8,1,CANDIDATE
8534,1,0.0,1.39797542,0.35,0,0,962.0,1,136.0,0,-0.00647,6437993,-0.01,43.2,0.15,0.302,0.05,0.16,-0.3,0.005868,0.16,0.49,1.339,0,FALSE POSITIVE
8535,0,0.0,2.2127498,0.37,0,0,603.0,1,167.0,1,-0.29747,6442246,0.4,22.7,0.68,0.795,0.14,0.42,-0.25,0.004418,0.63,0.68,5.45,0,FALSE POSITIVE
8536,1,0.0,0.776976021,0.214,0,0,860.0,1,190.0,0,-0.0179,6443392,-0.0887,21245.0,0.069,0.0,15.07,0.15,-0.3,0.423201,0.069,48.15,2.5652,0,FALSE POSITIVE
8537,0,0.0,2.25353739,0.156,0,1,599.0,1,192.0,0,-0.00326,7137798,-0.10914,182830.0,0.067,0.0,28.32,0.01,-0.3,0.532513,0.068,96.65,4.0358,0,FALSE POSITIVE
8538,0,0.0,17.99646148,0.61,0,1,74.0,1,190.0,0,-0.0237,7177553,0.4125,62755.0,0.32,0.0,35.01,0.13,-0.25,0.466023,0.41,114.45,28.945,0,FALSE POSITIVE
8539,0,0.0,1.386249249,0.083,0,1,963.0,1,195.0,0,-0.01199,7177892,0.05897,47188.0,0.067,0.0,22.83,0.041,-0.3,0.451558,0.067,78.6,3.439,0,FALSE POSITIVE
8540,1,0.4808294015396076,0.53482911,4.55,0,0,164.0,1,50.0,0,-3.99578,7185487,0.6,704.0,0.74,0.629,0.14,4.81,-0.1,0.024733,0.58,0.54,3.99,0,FALSE POSITIVE
